Beispiel,Kennzeichen
 Gerätelager,CBC
 medizintechnischesLager,CBC
Ausrüstungslagerraum für Transportmittel,CBD
Fahrzeuglagerraum,CBD
Vorfeld,CBD
 Fahrradlager,CBD
 Bootshalle,CBD
 Busdepot,CBD
Autoparkplatz,CBD
 Containerbasis,CBD
 Fahrradschuppen,CBD
Depot,CBD
 Dock,CBD
 Trockendock,CBD
 E-Fahrzeug-Ladestation,CBD
Garage,CBD
 Hangar,CBD
 LKW-Parkplatz,CBD
 Stellfläche,CBD
Parkplatz,CBD
 Zugdepot,CBD
 Truck-Dock,CBD
Lagerraum zum Einschließen von Tieren,CC
Tiergehege,CC
Tiergehege zum Einsperren von Tieren,CCA
Käfig,CCA
Vogelhaus,CCA
 Vogelkäfig,CCA
 Umzäunung,CCA
 Reservat,CCA
Terrarium,CCA
"Tiergehege, um Tiere eingezäunt zu halten",CCB
Stall,CCB
Vogelhaus,CCB
 Box,CCB
 Käfig,CCB
 Umzäunung,CCB
 Pferch,CCB
 Reservat,CCB
Vivarium,CCB
Tiergehege zum Schutz von Tieren,CCC
Stall,CCC
Kuhstall,CCC
 Hobbyschuppen,CCC
 Schweinestall,CCC
Produktionsstall,CCC
 Schafstall,CCC
Tiergehege für Wassertiere,CCD
Wasserumschließung,CCD
Aquarium,CCD
 Aquakulturanlage,CCD
 Fischtank,CCD
 Teich,CCD
 Becken,CCD
Lagerraum für Pflanzen,CD
Pflanzenraum,CD
Pflanzenraum zum Züchten von Pflanzen in Innenräumen,CDA
Innenpflanzenraum,CDA
botanischer Garten,CDA
 Treibhaus,CDA
 Gewächshaus,CDA
Orangerie,CDA
 Palmengarten,CDA
 Wintergarten,CDA
 Glasveranda,CDA
tropischer Garten,CDA
Pflanzenraum zum Züchten von Pflanzen in Außenbereichen,CDB
Außenpflanzenraum,CDB
Apfelgarten,CDB
 Kräutergarten,CDB
 Rosengarten,CDB
Lagerraum für Leichen,CE
Leichenaufbewahrungsraum,CE
Leichenaufbewahrungsraum zur Zwischenverwahrung,CEA
Totenkapelle,CEA
Kühlkammer,CEA
 Leichenkammer,CEA
 Leichenhalle,CEA
Leichenaufbewahrungsraum zur Dauerverwahrung,CEB
Gruft,CEB
Columbarium,CEB
 Mausoleum,CEB
"Raum für technische Systeme, die die Funktion von Konstruktionseinheiten
unterstützen",DA
Installationsraum,DA
Installationsraum für elektrische Betriebsmittel,DAA
Elektroinstallationsraum,DAA
Akkumulatorraum,DAA
 Batterieraum,DAA
 Konverterhalle,DAA
Sicherungsraum,DAA
 Generatorraum,DAA
Hochspannungsraum,DAA
 Messraum,DAA
 unterbrechungsfreierRaum,DAA
 Reaktorhalle,DAA
 Schaltraum,DAA
 Schaltanlagenraum,DAA
Transformatorbereich,DAA
 Transformatorraum,DAA
Installationsraum für elektronische Geräte,DAB
IT-Geräteraum,DAB
Backup-Raum,DAB
 Computerraum,DAB
 Datenzentrum,DAB
Verteilersystemraum,DAB
 Hauptverteilerraum,DAB
 Serverfarm,DAB
Serverraum,DAB
 Schaltraum,DAB
Installationsraum für mechanische Geräte,DAC
Mechanischer Installationsraum,DAC
Aufzug,DAC
 Maschinenraum,DAC
 Hubraum,DAC
 Aufzuggeräteraum,DAC
Druckzylinderraum,DAC
 Motorhalle,DAC
 Motorraum,DAC
 Kühlraum,DAC
Installationsraum für verschiedene Arten von technischen Geräten,DAD
Gemeinsamer Installationsraum,DAD
Verstärkerraum,DAD
 Klimaraum,DAD
 Kompressorraum,DAD
Fernwärmeanlage,DAD
 Filterraum,DAD
 Heizanlage,DAD
Installationsraum,DAD
 Fahrwerksschacht,DAD
 Betriebsraum,DAD
Anlagenraum,DAD
 Instandhaltungsraum,DAD
 technischerRaum,DAD
 Thermalenergieraum,DAD
 Belüftungsraum,DAD
Raum für technische Systeme zur Unterstützung menschlicher Aktivitäten,DB
Ausrüstungsraum,DB
"Ausrüstungsraum zur Steuerung, Regulierung und Überwachung",DBA
Steuerausrüstungsraum,DBA
Kommandozentrum,DBA
 Steuerzentrum,DBA
 Schnittraum,DBA
Bearbeitungsraum,DBA
 Lichtsteuerungsraum,DBA
 Mischraum,DBA
Operationszentrale,DBA
 Produzentenraum,DBA
 Radarraum,DBA
Ausrüstungsraum zur Herstellung und Vorbereitung von Produkten,DBB
Produktionswerk,DBB
Maschinenraum,DBB
 Druckwerkstatt,DBB
 Schlachtraum,DBB
Sortieranlagenhalle,DBB
 Turbinenhalle,DBB
Ausrüstungsraum für Dienstleistungsfunktionen,DBC
Dienstleistungsausrüstungsraum,DBC
Kopierzentrum,DBC
 Kopierraum,DBC
 Faxraum,DBC
 Druckraum,DBC
Projektorraum,DBC
Ausrüstungsraum für Analysen,DBD
Analysenausrüstungsraum,DBD
CT-Scannerraum,DBD
 Labor,DBD
 MR-Scannerraum,DBD
Observatorium,DBD
 Röntgenraum,DBD
"Raum für technische Systeme, der Platz für technische Operationen vorsieht",DC
Raum für technische Operationen,DC
"Raum für technische Operationen, der Platz für Ausrüstungsbewegung vorsieht",DCA
Arbeitsbereich,DCA
Roboterarbeitsbereich,DCA
"Raum für technische Operationen, der Abstand um Ausrüstung herum vorsieht",DCB
Freiraum,DCB
Sicherheitsbereich,DCB
Raum für Infrastruktur zum Ermöglichen von Zugang,EA
Durchgangsraum,EA
Durchgangsraum zwischen Außen- und Innenräumen,EAA
Vorraum,EAA
Vorzimmer,EAA
 Doppeltür,EAA
 Eingang,EAA
 Foyer,EAA
 Flur,EAA
 Lobby,EAA
Vorhalle,EAA
 Sicherheitstür,EAA
 Sturmtür,EAA
 Vestibul,EAA
Außenveranda,EAA
 Flügelausgänge,EAA
Durchgangsraum zum Regulieren des Übergangs in andere Räume,EAB
Luftschleuse,EAB
Drehtür,EAB
 Foyer,EAB
 Lobby,EAB
 Veranda,EAB
 Sturmtür,EAB
 Schwenktür,EAB
Vestibul,EAB
"Durchgangsraum, horizontal zwischen zwei oder mehr Räumen",EAC
Korridor,EAC
Vorkammer,EAC
 Vorzimmer,EAC
 externe Galerie,EAC
 Foyer,EAC
 Flur,EAC
Laufsteg,EAC
"Durchgangsraum, vertikal und nicht automatisiert zwischen zwei oder mehr
Stockwerken oder Ebenen",EAD
Treppenhaus,EAD
Treppen,EAD
 Treppenaufgang,EAD
 Treppenflur,EAD
"Durchgangsraum, vertikal und automatisiert zwischen zwei oder mehr Ebenen",EAE
Aufzugsraum,EAE
Speiseaufzug,EAE
 Aufzugskabine,EAE
 Lastaufzug,EAE
Aufzugskorb,EAE
 Seilzugkorb,EAE
 Treppenlift,EAE
Fensterreinigungshängebühne,EAE
Durchgangsraum in Gebäuden,EAF
Vorhalle,EAF
Bustor,EAF
 Durchgang,EAF
 Durchfahrt,EAF
Raum für Infrastruktur zur Verteilung technischer Dienste oder Medien,EB
Dienstraum,EB
Dienstraum mit horizontalem Zugang für Personen,EBA
Servicetunnel,EBA
Zugangsbrücke,EBA
 Dachboden,EBA
 Kriechraum,EBA
 Laufsteg,EBA
Beleuchtungssteg,EBA
 Beleuchtungspassage,EBA
Wartungskorridor,EBA
 Serviceschacht,EBA
 technischePassage,EBA
 technischer Tunnel,EBA
 Belüftungsschacht,EBA
Dienstraum mit vertikalem Zugang für Personen,EBB
Schacht,EBB
Entsorgungsschacht,EBB
 Aufzugsschacht,EBB
Wartungsschacht,EBB
 technischer Schacht,EBB
Belüftungsschacht,EBB
 Abfallanlagenschacht,EBB
Dienstraum ohne Zugang für Personen,EBC
Kanal,EBC
Lufteinlass,EBC
 Luftauslass,EBC
 Luftschacht,EBC
 Schlot,EBC
Mischkammer,EBC
 Belüftungsschacht,EBC
Verkehrsraum für Fahrzeuge,FA
Fahrzeugverkehrsraum,FA
Autobahn,FA
 Schnellstraße,FA
 Fahrstraße,FA
 Straßentunnel,FA
Straße,FA
 Tunnel,FA
Fahrzeugverkehrsraum für Fahrzeuge,FAA
Fahrbahn,FAA
Fahrzeugverkehrsraum für eine Verkehrsspur,FAB
Fahrspur,FAB
Fahrstreifen,FAB
Fahrzeugverkehrsraum entlang einer Fahrbahn für Notfälle und Zwischennutzung,FAC
Standspur,FAC
Rand,FAC
 Straßenrand,FAC
Fahrzeugverkehrsraum zum Anhalten von Fahrzeugen,FAD
Haltebucht,FAD
Bushaltestelle,FAD
 Buswendeplatz,FAD
 Ausweichstelle,FAD
Fahrzeugverkehrsraum für das Aufeinandertreffen von Fahrzeugen,FAE
Ausweichstelle,FAE
Fahrzeugverkehrsraum zum Wenden von Fahrzeugen,FAF
Wendeplatz,FAF
"Verkehrsraum für Personen, Tiere oder Fahrräder",FB
Aktiver Transportraum,FB
aktiver Verkehrsraum,FB
Aktiver Transportraum für Fußgänger,FBA
Gehweg,FBA
Fußgängerweg,FBA
 Bürgersteig,FBA
 Trottoir,FBA
 Fußgängertunnel,FBA
Aktiver Transportraum für Fahrräder,FBB
Fahrradweg,FBB
Fahrradspur,FBB
 Radspur,FBB
Aktiver Transportraum für Fahrräder und Fußgänger,FBC
Gemeinsamer Rad- und Fußweg,FBC
Aktiver Transportraum für Tiere,FBD
Tierweg,FBD
Reitweg,FBD
 Saumpfad,FBD
Verkehrsraum für Luftfahrzeuge,FC
Luftfahrzeugverkehrsraum,FC
Luftfahrzeugverkehrsraum für Abflug und Landung,FCA
Start- und Landebahn,FCA
Luftfahrzeugverkehrsraum zum Rangieren,FCB
Rollbahn,FCB
Rollbahn,FCB
Verkehrsraum für gleisgebundene Objekte,FD
Gleisraum,FD
"Gleisraum, der nicht zur Überquerung vorgesehen ist",FDA
Gleisbahn,FDA
"Gleisraum, der zur Überquerung vorgesehen ist",FDB
Gleisübergang,FDB
Verkehrsraum für Seefahrzeuge,FE
Seefahrzeugverkehrsraum,FE
Seefahrzeugverkehrsraum für horizontalen Verkehr,FEA
Fahrrinne,FEA
Kanal,FEA
Seefahrzeugverkehrsraum für vertikalen Verkehr,FEB
Schleuse,FEB
Verkehrsraum zum Trennen und Leiten,FF
Verkehrsleitraum,FF
Verkehrsleitraum zum Trennen von Verkehrsräumen,FFA
Trennstreifen,FFA
Verkehrsleitraum zum Wechseln des Verkehrsmittels,FFB
Aus- und Zustiegsplattformraum,FFB
Verkehrsleitraum zur Informationsweitergabe,FFC
Verkehrsinformationsraum,FFC
Verkehrsleitraum für Abstand zu anderen Objekten,FFD
Abstandsprofil,FFD
Gebäudeweite,FFD
 Abstand,FFD
 Abstandszone,FFD
"Verkehrsleitraum, der Teil einer nicht für den Verkehr vorgesehenen Straße ist",FFE
Sperrgebiet,FFE
Raum für physikalische Phänomene für Materiefluss oder -auftreten,PA
Materieflussraum,PA
Materieflussraum für Objekte,PAA
Müllraum,PAA
Müllbereich,PAA
 Motorverbrennbereich,PAA
Materieflussraum für Feststoffe,PAB
Feststoffflussraum,PAB
Materieflussraum für Gase,PAC
Gasflussraum,PAC
Motorabgasbereich,PAC
 Motoransaugbereich,PAC
Materieflussraum für Flüssigkeiten,PAD
Flüssigkeitsflussraum,PAD
Kondensatauffangraum,PAD
Materieflussraum für Plasma,PAE
Plasmaflussraum,PAE
Materieflussraum für mehrere Stoffarten,PAF
Rauchentwicklungsraum,PAF
Rauchausbreitung,PAF
Raum für physikalische Phänomene für Energiefluss,PB
Energieflussraum,PB
Energieflussraum für elektrische Energie,PBA
Flussraum für elektrische Energie,PBA
Blitzschlagbereich,PBA
Energieflussraum für Wärmeenergie,PBB
Wärmeenergieflussraum,PBB
Wärmeausbreitungsbereich,PBB
Energieflussraum für mechanische Energie,PBC
"Flussraum für mechanische
Energie",PBC
Aufschlagbereich,PBC
 Aufprallbereich,PBC
Energieflussraum für Explosionen,PBD
Explosionsraum,PBD
Energieflussraum für Verbrennung,PBE
Feuerbereich,PBE
Gasfackelbereich,PBE
